food;ingredients;category;kitchen;food_url
Соус Голландез (Голландский);сливочное масло, куриное яйцо, вода, лимонный сок, соль;Соусы и маринады;Голландская кухня;https://eda.ru/recepty/sousy-marinady/sous-gollandez-gollandskij-26742
Соус Голландез (Голландский);сливочное масло, куриное яйцо, вода, лимонный сок, соль;Соусы и маринады;Голландская кухня;https://eda.ru/recepty/sousy-marinady/sous-gollandez-gollandskij-26742
Сырный соус;сыр чеддер, сыр гауда, сливочное масло, пшеничная мука, молоко, мускатный орех, горчичный порошок, соль, молотый черный перец;Соусы и маринады;Американская кухня;https://eda.ru/recepty/sousy-marinady/syrnyy-sous-152340
Соус «Ткемали»;кинза, сливы ткемали, укроп, красный стручковый перец, чеснок, молотый кориандр , морская соль;Соусы и маринады;Грузинская кухня;https://eda.ru/recepty/sousy-marinady/sous-tkemali-15177
Сливочный соус альфредо с пармезаном;сливочное масло, сливки 20%-ные, соль, тертый сыр пармезан , молотый черный перец;Соусы и маринады;Европейская кухня;https://eda.ru/recepty/sousy-marinady/slivochnij-sous-alfredo-s-parmezanom-26121
Соус маринара;оливковое масло, репчатый лук, чеснок, стебель сельдерея, консервированные помидоры кусочками, морковь, сушеный орегано, лавровый лист, соль, молотый черный перец, красное сухое вино, измельченные листья базилика, бальзамический уксус;Соусы и маринады;Итальянская кухня;https://eda.ru/recepty/sousy-marinady/sous-marinara-25893
Мексиканский соус гуакамоле;свежая кинза (кориандр), чеснок, соль, помидоры, репчатый лук, авокадо, лимонный сок;Соусы и маринады;Мексиканская кухня;https://eda.ru/recepty/sousy-marinady/meksikanskij-sous-guakamole-41656
Сырный соус с тмином;сливочное масло, пшеничная мука, говяжий бульон, сыр, молотый тмин;Соусы и маринады;Европейская кухня;https://eda.ru/recepty/sousy-marinady/sirnij-sous-s-tminom-16412
Соус из авокадо к рыбе;авокадо, лимон, чеснок, сметана, соль, молотый черный перец;Соусы и маринады;Европейская кухня;https://eda.ru/recepty/sousy-marinady/sous-iz-avokado-k-ribe-25434
Медово-горчичный соус к курице;горчица, мед, тертый имбирь;Соусы и маринады;Европейская кухня;https://eda.ru/recepty/sousy-marinady/medovo-gorchichnij-sous-k-kurice-23157
Грибной соус из шампиньонов;шампиньоны, сливочное масло, пшеничная мука, сливки 10%-ные, соль;Соусы и маринады;Венгерская кухня;https://eda.ru/recepty/sousy-marinady/gribnoj-sous-iz-shampinonov-29638
Классический соус бешамель с мускатным орехом;сливочное масло, пшеничная мука, молоко, соль, мускатный орех;Соусы и маринады;Французская кухня;https://eda.ru/recepty/sousy-marinady/klassicheskij-sous-beshamel-s-muskatnim-orehom-21327
Сливочный соус а-ля беарнез с кинзой;сливочное масло, лук-шалот, белый винный уксус, яичный желток, кинза, зеленый базилик , соль, молотый черный перец;Соусы и маринады;Французская кухня;https://eda.ru/recepty/sousy-marinady/slivochnij-sous-a-lja-bearnez-s-kinzoj-25710
Классический соус песто;зеленый базилик , сыр пармезан, кедровые орехи, оливковое масло, чеснок;Соусы и маринады;Итальянская кухня;https://eda.ru/recepty/sousy-marinady/klassicheskij-sous-pesto-30793
Соус Алиоли;чеснок, яичный желток, оливковое масло, соль, лимонный сок;Соусы и маринады;Испанская кухня;https://eda.ru/recepty/sousy-marinady/sous-alioli-20406
Сливочный соус а-ля беарнез с кинзой;сливочное масло, лук-шалот, белый винный уксус, яичный желток, кинза, зеленый базилик , соль, молотый черный перец;Соусы и маринады;Французская кухня;https://eda.ru/recepty/sousy-marinady/slivochnij-sous-a-lja-bearnez-s-kinzoj-25710
Классический соус песто;зеленый базилик , сыр пармезан, кедровые орехи, оливковое масло, чеснок;Соусы и маринады;Итальянская кухня;https://eda.ru/recepty/sousy-marinady/klassicheskij-sous-pesto-30793
Соус эспаньоль (коричневый соус);говяжьи голяшки, телячья голень, постная телятина, куриные крылья, кожа свиная, морковь, лук-порей, стебель сельдерея, чеснок, чабрец, лавровый лист, оливковое масло, пшеничная мука, белое сухое вино, соль, телячий бульон;Соусы и маринады;Французская кухня;https://eda.ru/recepty/sousy-marinady/sous-jespanol-korichnevij-sous-26133
Соус ранч;пахта, майонез, шнитт-лук, петрушка, чесночная соль, молотый сушеный лук, свежемолотый черный перец;Соусы и маринады;Американская кухня;https://eda.ru/recepty/sousy-marinady/sous-ranch-21652
Быстрый томатный соус с базиликом и чесноком;помидоры, чеснок, зеленый базилик , соль;Соусы и маринады;Итальянская кухня;https://eda.ru/recepty/sousy-marinady/bystryy-tomatnyy-sous-s-bazilikom-i-chesnokom-139625
Соус демигляс;говяжьи кости, репчатый лук, морковь, стебель сельдерея, красное сухое вино, соль, молотый черный перец, лавровый лист, душистый перец горошком, томатная паста , вода, тимьян;Соусы и маринады;Французская кухня;https://eda.ru/recepty/sousy-marinady/sous-demiglyas-137140
Соус для печеного картофеля;сметана 25%-ная, измельченный укроп, каменная соль, чеснок;Соусы и маринады;Русская кухня;https://eda.ru/recepty/sousy-marinady/sous-dlja-pechenogo-kartofelja-32656
Соус хайдари;питьевой йогурт, сыр брынза, грецкие орехи, оливковое масло, чеснок, лимонный сок, свежая мята, соль;Соусы и маринады;Турецкая кухня;https://eda.ru/recepty/sousy-marinady/sous-haydari-152360
Соус чили;растительное масло, тертый имбирь, красный перец чили, лимонная трава, чеснок, красный лук, соль, сахар, легкий соевый соус, свежий красный перец, сладкий соус чили , кетчуп, вода;Соусы и маринады;Японская кухня;https://eda.ru/recepty/sousy-marinady/sous-chili-19928
Соус песто (Pesto Genovese);базилик, оливковое масло, кедровые орехи, сыр пармезан, сыр пекорино;Соусы и маринады;Итальянская кухня;https://eda.ru/recepty/sousy-marinady/sous-pesto-pesto-genovese-35807
Грибной соус из шампиньонов со сливками;свежие шампиньоны, сливки 10%-ные, сливочное масло, репчатый лук, твердый сыр, мускатный орех, чеснок, лимонный сок, соль, молотый черный перец;Соусы и маринады;Шведская кухня;https://eda.ru/recepty/sousy-marinady/gribnoj-sous-iz-shampinonov-so-slivkami-53203
Медово-соевый соус;соевый соус, растительное масло, зернистая горчица, мед, винный уксус, специи для мяса, кунжут;Соусы и маринады;Паназиатская кухня;https://eda.ru/recepty/sousy-marinady/medovo-soevyy-sous-152361
Соус ткемали;чеснок, сливы ткемали, кинза, укроп, красный стручковый перец, соль;Соусы и маринады;Грузинская кухня;https://eda.ru/recepty/sousy-marinady/sous-tkemali-17107
Ежевичный соус;ежевика, чеснок, молотый красный перец, кинза, соль;Соусы и маринады;Грузинская кухня;https://eda.ru/recepty/sousy-marinady/ezhevichnyy-sous-152496
Карамельный соус;сливки, сахар, сливочное масло, вода;Соусы и маринады;Французская кухня;https://eda.ru/recepty/sousy-marinady/karamelnyy-sous-138848
Соус барбекю;томатная паста , вустерширский соус, сахар мусковадо, томатный соус, дижонская горчица, лимон, томатное пюре, пиментон;Соусы и маринады;Европейская кухня;https://eda.ru/recepty/sousy-marinady/sous-barbekju-19961
Медово-соевый соус;соевый соус, растительное масло, зернистая горчица, мед, винный уксус, специи для мяса, кунжут;Соусы и маринады;Паназиатская кухня;https://eda.ru/recepty/sousy-marinady/medovo-soevyy-sous-152361
Соус с рассолом;огуречный рассол, растительное масло, горчичный порошок, соль, сахар;Соусы и маринады;Еврейская кухня;https://eda.ru/recepty/sousy-marinady/sous-s-rassolom-152359
Кремовый соус из горгонзолы;сливки 20%-ные, сыр горгонзола, молотый мускатный орех, лимонный сок, молотый черный перец;Соусы и маринады;Итальянская кухня;https://eda.ru/recepty/sousy-marinady/kremovij-sous-iz-gorgonzoli-25150
Классический томатный соус;соль, помидоры, репчатый лук, сахар;Соусы и маринады;Итальянская кухня;https://eda.ru/recepty/sousy-marinady/klassicheskij-tomatnij-sous-14380
Медовый соус терияки;соевый соус, винный уксус, сахар, молотый сушеный чеснок, мед, крахмал, вода;Соусы и маринады;Японская кухня;https://eda.ru/recepty/sousy-marinady/medovyy-sous-teriyaki-49054
Грибной соус со сметаной;шампиньоны, репчатый лук, сметана, зелень, соль, растительное масло;Соусы и маринады;Европейская кухня;https://eda.ru/recepty/sousy-marinady/gribnoj-sous-so-smetanoj-32504
Сливочный соус;молоко, сливки, сахар, крахмал, яичный желток, сливочное масло, ванильный стручок;Соусы и маринады;Французская кухня;https://eda.ru/recepty/sousy-marinady/slivochnyy-sous-138849
Майонез с соусом понзу;яичный желток, дижонская горчица, лимонный сок, растительное масло, оливковое масло, соль, соевый соус, апельсиновый сок, водоросли комбу, имбирь, сахар;Соусы и маринады;Европейская кухня;https://eda.ru/recepty/sousy-marinady/mayonez-s-sousom-ponzu-138089
Соус из красного вина к мясу;красное сухое вино, оливковое масло, лук-шалот, сливочное масло, пшеничная мука, петрушка, соль, молотый черный перец;Соусы и маринады;Авторская кухня;https://eda.ru/recepty/sousy-marinady/sous-iz-krasnogo-vina-k-mjasu-15803
Соус для «Цезаря»;чеснок, соевый соус, вода, майонез;Соусы и маринады;Американская кухня;https://eda.ru/recepty/sousy-marinady/sous-dlja-cezarja-25061
Легкий соус с нотками лимона;сахар, вода, лимонный сок, легкий соевый соус;Соусы и маринады;Японская кухня;https://eda.ru/recepty/sousy-marinady/legkij-sous-s-notkami-limona-21394
Соус ромеско;красный стручковый перец, миндаль, фундук, помидоры, оливки, печенье, петрушка, белый винный уксус, свежая мята, соль, молотый черный перец;Соусы и маринады;Испанская кухня;https://eda.ru/recepty/sousy-marinady/sous-romesko-15830
Соус из красного вина к мясу;красное сухое вино, оливковое масло, лук-шалот, сливочное масло, пшеничная мука, петрушка, соль, молотый черный перец;Соусы и маринады;Авторская кухня;https://eda.ru/recepty/sousy-marinady/sous-iz-krasnogo-vina-k-mjasu-15803
Соус для «Цезаря»;чеснок, соевый соус, вода, майонез;Соусы и маринады;Американская кухня;https://eda.ru/recepty/sousy-marinady/sous-dlja-cezarja-25061
Соус из говяжьего бульона, кагора, сливок и трюфельного масла;черный перец горошком, говяжий бульон, кагор, сливки 35%-ные, сливочное масло, зеленый лук, розмарин, трюфельное масло, соль, молотый черный перец;Соусы и маринады;Французская кухня;https://eda.ru/recepty/sousy-marinady/sous-iz-govjazhego-bulona-kagora-slivok-trjufelnogo-masla-17429
Сметанно-чесночный соус;сметана, чеснок, укроп, соль, молотый черный перец;Соусы и маринады;Русская кухня;https://eda.ru/recepty/sousy-marinady/smetanno-chesnochnij-sous-50956
Соус Велюте (Veloute);сливочное масло, мясной бульон, пшеничная мука;Соусы и маринады;Французская кухня;https://eda.ru/recepty/sousy-marinady/sous-veljute-veloute-26741
Базовый шоколадный соус;черный шоколад 70%-ный, вода, сливки, сахар;Соусы и маринады;Французская кухня;https://eda.ru/recepty/sousy-marinady/bazovyy-shokoladnyy-sous-138847
Сливочно-лаймовый соус для рыбы;чеснок, сок лайма, соль, молотый черный перец, сливочное масло;Соусы и маринады;Европейская кухня;https://eda.ru/recepty/sousy-marinady/slivochno-lajmovij-sous-dlja-ribi-21778
Ореховый соус (баже);грецкие орехи, чеснок, кинза, хмели-сунели, уцхо-сунели, молотый красный перец, шафран, винный уксус, соль;Соусы и маринады;Грузинская кухня;https://eda.ru/recepty/sousy-marinady/orehovyy-sous-bazhe-152497
Соус сметанный;сметана, пшеничная мука, сливочное масло;Соусы и маринады;Русская кухня;https://eda.ru/recepty/sousy-marinady/sous-smetannij-14816
Томатный соус для пиццы с базиликом и орегано;лук, чеснок, оливковое масло, томатная паста , сахар, соль, сушеный базилик, сушеный орегано, лавровый лист;Соусы и маринады;Итальянская кухня;https://eda.ru/recepty/sousy-marinady/tomatnij-sous-dlja-picci-s-bazilikom-i-oregano-49565
Йогуртовый соус с зеленью;натуральный йогурт, лимон, чеснок, укроп, петрушка, базилик, молотый мускатный орех, соль, молотый черный перец;Соусы и маринады;Европейская кухня;https://eda.ru/recepty/sousy-marinady/yogurtovyy-sous-s-zelenyu-152356
Соус чимичурри (chimichurri);петрушка, чеснок, кайенский перец, молотая паприка, сушеный орегано, сушеный тимьян, лавровый лист порошок, перец халапеньо, молотая корица, молотый мускатный орех, свежемолотый черный перец, белое сухое вино, лимон, оливковое масло extra virgin, репчатый лук, зеленый стручковый перец, помидоры;Соусы и маринады;Аргентинская кухня;https://eda.ru/recepty/sousy-marinady/sous-chimichurri-chimichurri-25105
Томатный соус сацебели;помидоры, сладкий перец, перец чили, чеснок, уцхо-сунели, молотый красный перец, соль, молотый кориандр ;Соусы и маринады;Грузинская кухня;https://eda.ru/recepty/sousy-marinady/tomatnyy-sous-sacebeli-137344
Соус «Ткемали».;сливы, чеснок, соль, молотый черный перец, кинза;Соусы и маринады;Грузинская кухня;https://eda.ru/recepty/sousy-marinady/sous-tkemali--14845
Соус «Цезарь» с табаско;чеснок, горчица, яичный желток, лимонный сок, оливковое масло, винный уксус, вустерширский соус, tabasco®, соль, молотый черный перец;Соусы и маринады;Американская кухня;https://eda.ru/recepty/sousy-marinady/sous-cezar-s-tabasko-41397
Мятный соус к мясу;мята, авокадо, петрушка, щавель, кунжут, соль, яблочный уксус, рафинированное оливковое масло;Соусы и маринады;Русская кухня;https://eda.ru/recepty/sousy-marinady/myatnyy-sous-k-myasu-140030
Соус грибной;сушеные грибы, пшеничная мука, репчатый лук, сливочное масло;Соусы и маринады;Русская кухня;https://eda.ru/recepty/sousy-marinady/sous-gribnoj-15067
Соус барбекю с медом для курицы на гриле;сливочное масло, репчатый лук, кетчуп, вода, мед, лимонный сок, вустерширский соус, свежемолотый черный перец;Соусы и маринады;Европейская кухня;https://eda.ru/recepty/sousy-marinady/sous-barbekju-s-medom-dlja-kurici-na-grile-22410
Соус молочный;пшеничная мука, молоко, сливочное масло, соль;Соусы и маринады;Европейская кухня;https://eda.ru/recepty/sousy-marinady/sous-molochnij-15066
Лаймовый соус с горчицей и маком;лайм, мед, соль, зернистая горчица, оливковое масло, чеснок, мак;Соусы и маринады;Авторская кухня;https://eda.ru/recepty/sousy-marinady/laymovyy-sous-s-gorchicey-i-makom-152357
Клюквенный соус;замороженная клюква, свежий имбирь, лимонный сок, жидкий мед;Соусы и маринады;Европейская кухня;https://eda.ru/recepty/sousy-marinady/klyukvennyy-sous-140189
Кисло-сладкий китайский соус для мяса;репчатый лук, чеснок, корень имбиря, соевый соус, растительное масло, рисовый уксус, сухое шерри, кетчуп, коричневый сахар, апельсиновый сок, крахмал, сухие водоросли нори;Соусы и маринады;Китайская кухня;https://eda.ru/recepty/sousy-marinady/kislo-sladkij-kitajskij-sous-dlja-mjasa-24054
Соус «Соленая карамель»;сливочное масло, коричневый сахар, сливки 20%-ные, ванильный экстракт, соль;Соусы и маринады;Американская кухня;https://eda.ru/recepty/sousy-marinady/sous-solenaya-karamel-152265
Соус из запеченных помидоров и базилика;помидоры, листья базилика, оливковое масло, чеснок, спагетти, сыр пармезан, бальзамический уксус, соль, молотый черный перец;Соусы и маринады;Итальянская кухня;https://eda.ru/recepty/sousy-marinady/sous-iz-zapechennih-pomidorov-bazilika-17489
Соус «Муслин» к рыбе;сливочное масло, пшеничная мука, рыбный бульон, яичный желток, яичный белок, соль;Соусы и маринады;Авторская кухня;https://eda.ru/recepty/sousy-marinady/sous-muslin-k-ribe-15802
Соус айоли;рафинированное оливковое масло, чеснок, яичный желток, перепелиный желток, дижонская горчица, сок лайма, крупная морская соль, смесь «пять перцев», молотый черный перец, морская соль;Соусы и маринады;Средиземноморская кухня;https://eda.ru/recepty/sousy-marinady/sous-ayoli-173429
Японский кисло-сладкий соус;солодовый уксус, сахар, легкий соевый соус, соевый соус, соль, кетчуп, паста тамаринда;Соусы и маринады;Японская кухня;https://eda.ru/recepty/sousy-marinady/japonskij-kislo-sladkij-sous-20049
Медово-горчичный соус для курицы на гриле;мед, соевый соус, дижонская горчица;Соусы и маринады;Французская кухня;https://eda.ru/recepty/sousy-marinady/medovo-gorchichnij-sous-dlja-kurici-na-grile-28127
Медово-горчичный соус для курицы на гриле;мед, соевый соус, дижонская горчица;Соусы и маринады;Французская кухня;https://eda.ru/recepty/sousy-marinady/medovo-gorchichnij-sous-dlja-kurici-na-grile-28127
Соус к рыбе;свежие грибы, пшеничная мука, оливковое масло, сметана, майонез, горчица;Соусы и маринады;Французская кухня;https://eda.ru/recepty/sousy-marinady/sous-k-ribe-14672
Клюквенный соус для жаренного мяса;свежая клюква, вода, сахар, цедра апельсина, молотая гвоздика, молотый черный перец;Соусы и маринады;;https://eda.ru/recepty/sousy-marinady/kljukvennij-sous-dlja-zharennogo-mjasa-33777
Соус мисо;мисо-паста, саке, мирин, мед, васаби;Соусы и маринады;Японская кухня;https://eda.ru/recepty/sousy-marinady/sous-miso-24192
Соус из помидоров;помидоры, чеснок, красный стручковый перец, кинза;Соусы и маринады;Авторская кухня;https://eda.ru/recepty/sousy-marinady/sous-iz-pomidorov-17111
Соус чесночный;чеснок, сметана, куриный бульон;Соусы и маринады;Авторская кухня;https://eda.ru/recepty/sousy-marinady/sous-chesnochnij-17112
Лёгкий соус тартар;маринованные огурцы, укроп, майонез, чеснок, молотый черный перец;Соусы и маринады;Французская кухня;https://eda.ru/recepty/sousy-marinady/lyogkiy-sous-tartar-81314
Ягодный соус из клюквы;клюква, сахар, анис (бадьян), палочки корицы, имбирь, ром, вода;Соусы и маринады;Сладкие соусы;https://eda.ru/recepty/sousy-marinady/yagodnyy-sous-iz-klyukvy-138846
Клюквенно-вишневый соус;лайм, клюквенный сок, свежая клюква, сушеная вишня, сушеная клюква, палочки корицы, желе из красной смородины, крупная соль, молотый душистый перец;Соусы и маринады;Веганская еда;https://eda.ru/recepty/sousy-marinady/kljukvenno-vishnevij-sous-21467
Соус песто с мускатным орехом;зеленый базилик , оливковое масло, тертый сыр пармезан , кедровые орехи, чеснок, мускатный орех, морская соль;Соусы и маринады;Итальянская кухня;https://eda.ru/recepty/sousy-marinady/sous-pesto-s-muskatnim-orehom-17622
Испанский соус;телятина, репчатый лук, соль, лавровый лист, петрушка, чеснок, пшеничная мука, морковь;Соусы и маринады;Испанская кухня;https://eda.ru/recepty/sousy-marinady/ispanskij-sous-14381
Итальянский соус песто с базиликом;зеленый базилик , петрушка, кедровые орехи, сыр пармезан, чеснок, оливковое масло, винный уксус, лимонный сок, морская соль;Соусы и маринады;Итальянская кухня;https://eda.ru/recepty/sousy-marinady/italyanskiy-sous-pesto-s-bazilikom-139749
Соус острый;помидоры, чеснок, черный перец горошком, сладкий перец, сахар, соль, уксус 9%-ный;Соусы и маринады;;https://eda.ru/recepty/sousy-marinady/sous-ostrij-18949
Соус «Ремулад»;майонез, лимонный сок, сметана, горчица, сардины, зеленый лук, петрушка, эстрагон, кервель, каперсы, соль, маринованные огурцы, молотый черный перец;Соусы и маринады;Французская кухня;https://eda.ru/recepty/sousy-marinady/sous-remulad-22787
Майонезный соус с укропом, лимоном и перцем;майонез, лимонная цедра, лимонный сок, укроп, свежемолотый черный перец;Соусы и маринады;Европейская кухня;https://eda.ru/recepty/sousy-marinady/majoneznij-sous-s-ukropom-limonom-percem-21611
Соус барбекю с соусом ранч и медом для свинины на гриле;соус барбекю, соус ранч, мед, сухая горчица;Соусы и маринады;Американская кухня;https://eda.ru/recepty/sousy-marinady/sous-barbekju-s-sousom-ranch-medom-dlja-svinini-na-grile-22587
Укропно-огуречный соус для рыбы;укроп, английские огурцы, лук-шалот, кайенский перец, майонез, сметана, соль, молотый черный перец;Соусы и маринады;Европейская кухня;https://eda.ru/recepty/sousy-marinady/ukropno-ogurechnij-sous-dlja-ribi-21803
Соус бешамель с помидорами;сливочное масло, подсолнечное масло, пшеничная мука, молоко, томатное пюре, соль;Соусы и маринады;Французская кухня;https://eda.ru/recepty/sousy-marinady/sous-beshamel-s-pomidorami-15794
Ягодный соус из клюквы;клюква, сахар, анис (бадьян), палочки корицы, имбирь, ром, вода;Соусы и маринады;Сладкие соусы;https://eda.ru/recepty/sousy-marinady/yagodnyy-sous-iz-klyukvy-138846
Клюквенно-яблочный соус;свежая клюква, яблоко, сахар, вода;Соусы и маринады;;https://eda.ru/recepty/sousy-marinady/kljukvenno-jablochnij-sous-16770
Итальянский соус песто с базиликом;зеленый базилик , петрушка, кедровые орехи, сыр пармезан, чеснок, оливковое масло, винный уксус, лимонный сок, морская соль;Соусы и маринады;Итальянская кухня;https://eda.ru/recepty/sousy-marinady/italyanskiy-sous-pesto-s-bazilikom-139749
Соус «Гамадари» (ореховый соус для салата чука);арахисовое масло, вода, соевый соус, кунжутное масло, рисовый уксус, мирин, кунжутные семечки;Соусы и маринады;Японская кухня;https://eda.ru/recepty/sousy-marinady/sous-171-gamadari-187-orehovij-sous-dlja-salata-chuka-29049
Соус острый;помидоры, чеснок, черный перец горошком, сладкий перец, сахар, соль, уксус 9%-ный;Соусы и маринады;;https://eda.ru/recepty/sousy-marinady/sous-ostrij-18949
Соус бешамель с бульоном;сливочное масло, подсолнечное масло, пшеничная мука, молоко, куриный бульон, соль;Соусы и маринады;Авторская кухня;https://eda.ru/recepty/sousy-marinady/sous-beshamel-s-bulonom-15797
Соус табаско;перец чили, помидоры, чеснок, винный уксус, петрушка, репчатый лук, соль, молотый черный перец, сахар, оливковое масло;Соусы и маринады;Европейская кухня;https://eda.ru/recepty/sousy-marinady/sous-tabasko-33791
Соус для гриля;яблочный уксус, вода, коричневый сахар, горчица, репчатый лук, лимон, соль, растительное масло, молотый черный перец, томатный соус, вустерширский соус;Соусы и маринады;;https://eda.ru/recepty/sousy-marinady/sous-dlja-grilja-18400
Острый томатный соус с перцами хабанеро;оливковое масло, красный лук, молотый кумин (зира) , кайенский перец, морская соль, чеснок, перец хабанеро, томатная паста , томатный соус, яблочный уксус, вода, свежемолотый белый перец;Соусы и маринады;Американская кухня;https://eda.ru/recepty/sousy-marinady/ostrij-tomatnij-sous-s-percami-habanero-21420
Испанский соус ромеско;красный сладкий перец, хлопья миндаля, оливковое масло extra virgin, красный винный уксус, вода, чеснок, соль, свежемолотый черный перец, перец чили;Соусы и маринады;Испанская кухня;https://eda.ru/recepty/sousy-marinady/ispanskij-sous-romesko-22005
Сливочно-грибной соус;шампиньоны, репчатый лук, помидоры черри, сливки 35%-ные, чеснок, оливковое масло;Соусы и маринады;Русская кухня;https://eda.ru/recepty/sousy-marinady/slivochno-gribnoj-sous-45504
Соус «Мушкетер»;яичный желток, соль, молотый черный перец, винный уксус, оливковое масло, лук-шалот, белое сухое вино, зеленый лук, кайенский перец;Соусы и маринады;Французская кухня;https://eda.ru/recepty/sousy-marinady/sous-mushketer-26062
Классический итальянский соус;морская соль, молотый черный перец, чеснок, оливковое масло, бальзамический уксус;Соусы и маринады;Итальянская кухня;https://eda.ru/recepty/sousy-marinady/klassicheskij-italjanskij-sous-23606
Соус яично-масляный;вода, яичный желток, соль, сливочное масло, лимонный сок;Соусы и маринады;;https://eda.ru/recepty/sousy-marinady/sous-jaichno-masljanij-15069
Йогуртовый соус к овощам;греческий йогурт, дижонская горчица, лимонный сок, перепелиное яйцо, эритрит, морская соль, молотый черный перец;Соусы и маринады;Авторская кухня;https://eda.ru/recepty/sousy-marinady/yogurtovyy-sous-k-ovoscham-173422
Соус из базилика и кинзы с хересным уксусом;хересный уксус, оливковое масло, чеснок, базилик, кинза, имбирь, лимонный сок, перец чили, мед, соль, молотый черный перец;Соусы и маринады;Европейская кухня;https://eda.ru/recepty/sousy-marinady/sous-iz-heresnogo-uksusa-19253
Постный соус тартар;постный майонез, каперсы, маринованные огурцы, дижонская горчица, лук-шалот, зеленый лук, tabasco®, лимонный сок, соль, молотый черный перец;Соусы и маринады;Европейская кухня;https://eda.ru/recepty/sousy-marinady/postnij-sous-tartar-27248
Соус «Пиццайола»;репчатый лук, чеснок, оливковое масло, консервированные помидоры, душица, лавровый лист, соль, молотый черный перец;Соусы и маринады;Итальянская кухня;https://eda.ru/recepty/sousy-marinady/sous-piccajola-23478
Соус гаро;грецкие орехи, куриный бульон, репчатый лук, яичный желток, чеснок, кинза, винный уксус, соль;Соусы и маринады;Грузинская кухня;https://eda.ru/recepty/sousy-marinady/sous-garo-17110
Горчичный соус;горчица, постный майонез, сахар, вода;Соусы и маринады;Американская кухня;https://eda.ru/recepty/sousy-marinady/gorchichnij-sous-42861
Соус «Камберленд»;лимон, апельсины, желе из красной смородины, вустерширский соус, дижонская горчица;Соусы и маринады;Авторская кухня;https://eda.ru/recepty/sousy-marinady/sous-kamberlend-15800
Горохово-мятный соус;замороженный зеленый горошек , сливочное масло, свежая мята;Соусы и маринады;Европейская кухня;https://eda.ru/recepty/sousy-marinady/gorohovo-mjatnij-sous-18797
Соус майонез без горчицы;яичный желток, уксус, растительное масло;Соусы и маринады;Французская кухня;https://eda.ru/recepty/sousy-marinady/sous-majonez-bez-gorchici-14555
Вишневый соус с петрушкой к мясу;петрушка, коньяк, крахмал, вода, сахар, вишня, соль, молотый черный перец;Соусы и маринады;Русская кухня;https://eda.ru/recepty/sousy-marinady/vishnevij-sous-s-petrushkoj-k-mjasu-44014
Соус томатный;пшеничная мука, томатное пюре, морковь, корень петрушки, репчатый лук, сливочное масло;Соусы и маринады;Европейская кухня;https://eda.ru/recepty/sousy-marinady/sous-tomatnij-15068
Майонезный соус чили;куриное яйцо, оливковое масло, дижонская горчица, молотый черный перец, соль, сухая аджика, уцхо-сунели, яблочный уксус, соус чили;Соусы и маринады;Авторская кухня;https://eda.ru/recepty/sousy-marinady/maonezny-sous-chili-152594
Зеленый соус с хреном;замороженный шпинат, рукола, итальянская петрушка, хрен, майонез, белое сухое вино, лимонный сок, сок лайма, соль, молотый черный перец;Соусы и маринады;Русская кухня;https://eda.ru/recepty/sousy-marinady/zelenij-sous-s-hrenom-22101
Веганский соус песто;базилик, кедровые орехи, оливковое масло, чеснок, соль;Соусы и маринады;Европейская кухня;https://eda.ru/recepty/sousy-marinady/veganskij-sous-pesto-47686
Сырный соус с тмином в микроволновке;сливочное масло, пшеничная мука, мясной бульон, сыр, тмин;Соусы и маринады;Русская кухня;https://eda.ru/recepty/sousy-marinady/sirnij-sous-s-tminom-v-mikrovolnovke-25025
Томатный соус из свежих помидоров и бальзамического уксуса;помидоры, оливковое масло, соль, сахар, свежемолотый черный перец, бальзамический уксус;Соусы и маринады;Итальянская кухня;https://eda.ru/recepty/sousy-marinady/tomatnij-sous-iz-svezhih-pomidorov-balzamicheskogo-uksusa-20977
Сметанный соус с зеленью и чесноком;чеснок, майонез, сметана, укроп, соль, молотый черный перец;Соусы и маринады;Русская кухня;https://eda.ru/recepty/sousy-marinady/smetannij-sous-s-zelenju-i-chesnokom-36904
Соус из огурцов с зеленью и чесноком дзадзики;чеснок, йогурт, огурцы, оливковое масло, укроп, белый винный уксус, оливки, соль, молотый черный перец;Соусы и маринады;Греческая кухня;https://eda.ru/recepty/sousy-marinady/sous-iz-ogurcov-s-zelenju-chesnokom-dzadziki-23992
Сметанный соус с огурцом;огурцы, чеснок, сметана 20%-ная, майонез, молодой укроп, соль;Соусы и маринады;Греческая кухня;https://eda.ru/recepty/sousy-marinady/smetannyy-sous-s-ogurcom-151074
Манговой соус с медом и мятой;манго, вода, мед, сахар, свежая мята;Соусы и маринады;Паназиатская кухня;https://eda.ru/recepty/sousy-marinady/mangovoj-sous-s-medom-mjatoj-17482
Соус песто с бразильским орехом;зеленый базилик , петрушка, сыр пармезан, чеснок, бразильские орехи, крупная морская соль, кедровые орехи, белый винный уксус, лимонный сок, рафинированное оливковое масло;Соусы и маринады;Итальянская кухня;https://eda.ru/recepty/sousy-marinady/sous-pesto-s-brazilskim-orehom-151114
Соус песто с сельдереем;базилик, сельдерей, оливковое масло extra virgin, тертый твердый сыр, миндаль, кедровые орехи, чеснок, яблочный уксус, белый винный уксус, морская соль;Соусы и маринады;Авторская кухня;https://eda.ru/recepty/sousy-marinady/sous-pesto-s-seldereem-174730
